source,target
13862,331986
122354,331986
132485,331986
190808,331986
338489,331986
338156,447739
466062,447739
370581,228578
328618,238167
408269,101869
512895,436172
25214,505249
44260,505249
78525,440236
171893,440236
93190,229775
176197,141261
267394,141261
480492,141261
162737,437104
364746,437104
412515,256452
493086,256452
501971,256452
288334,69060
40423,104449
88387,104449
129424,104449
155906,104449
216798,104449
257322,104449
307900,104449
318698,104449
93321,289034
102872,289034
513024,289034
334212,171204
405682,171204
417545,171204
427950,171204
21962,403277
65078,403277
258664,403277
426907,403277
237665,451093
18556,27257
433444,27257
523890,286723
4422,364127
187458,179958
403877,179958
2661,403240
537913,403240
17418,104616
137251,104616
374722,104616
379000,104616
472678,104616
135197,80614
398710,80614
464547,80614
21436,200466
312693,296316
434154,241039
166192,123603
3226,294788
50485,294788
274033,479971
424372,479971
56705,290452
266346,290452
325311,290452
44475,403877
164733,403877
175963,403877
179958,403877
348582,403877
427000,403877
68401,447521
170417,447521
194160,447521
251125,447521
302699,450194
373395,450194
144683,194808
189836,194808
253443,194808
110651,241686
221475,241686
238195,241686
306614,241686
502026,241686
177022,8767
270163,8767
479846,8767
90665,463127
273971,463127
444047,463127
241039,434154
381206,503039
444427,13381
109676,309450
334524,202618
157126,119901
510156,119901
390427,95320
222790,165273
382356,165273
538990,165273
451534,190340
3025,405682
6059,405682
42399,405682
171204,405682
412608,405682
472484,405682
15801,325504
457809,457427
191876,474844
271832,363357
402095,363357
3911,319174
13705,319174
21485,319174
79409,319174
142384,319174
166602,319174
207351,319174
210976,319174
272666,319174
299615,319174
320936,319174
518826,319174
113627,170820
501141,170820
543514,170820
22494,424061
458009,110183
110183,458009
92612,170296
316133,170296
88602,254754
77979,44475
165374,44475
308620,44475
461051,44475
477166,44475
194607,539919
349032,539919
195426,324475
287070,324475
523262,324475
119816,283059
539443,348582
198878,336814
351570,336814
425665,336814
492596,336814
168565,520834
278823,520834
537659,520834
129294,381144
506066,49118
133241,173045
169469,173045
293713,149755
343477,149755
396284,149755
519892,149755
406461,165374
136007,222347
200797,222347
352011,222347
383309,222347
320719,69272
16104,40530
365847,40530
244496,287070
267307,287070
277976,287070
348983,287070
386873,287070
443244,287070
456665,287070
469608,287070
255740,535744
125093,433531
352291,433531
381218,433531
458689,433531
323940,477635
54870,342379
82754,342379
203995,342379
296474,342379
297120,342379
422434,342379
467502,342379
525341,342379
253293,228598
465612,228598
228598,253293
256094,77522
339304,77522
437537,77522
503145,77522
104449,155906
260763,155906
283682,155906
296975,155906
527679,155906
220523,59204
477709,210972
129603,202574
242308,54462
286506,54462
521740,54462
61033,129603
202574,129603
69272,320719
277298,204849
366640,204849
407899,204849
212047,6962
518740,6962
289483,356885
320454,420670
90796,428188
176031,428188
149755,343477
212197,343477
62268,30906
253081,30906
284380,30906
173563,506386
82979,311317
225347,382736
330128,382736
145724,334595
198459,334595
207410,334595
234727,334595
351502,334595
416878,334595
486103,334595
496351,334595
126375,421780
406261,421780
511132,421780
51243,92629
139722,92629
2327,436771
47533,436771
53792,436771
194641,436771
219636,436771
377350,436771
491847,436771
56126,491847
477031,100097
504063,100097
375992,219636
376884,240400
49624,224553
97063,224553
125199,224553
468009,49624
506798,49624
307905,143568
461342,143568
59204,220523
174341,173563
506386,173563
379587,311654
128055,78736
498522,78736
263789,53792
78736,128055
311654,128055
479971,274033
156898,107498
107498,156898
118919,156898
182032,156898
84540,331534
256510,382059
474063,149081
36513,37695
143569,37695
202107,136308
311317,136308
37695,36513
421780,511132
25285,397418
258458,397418
327114,155131
184936,323408
8767,177022
70915,461342
143568,461342
373918,461342
497955,461342
39655,130010
211477,130010
160303,175638
439058,2612
475207,2612
485372,2612
224553,97063
417327,97063
2612,47533
65625,47533
105434,47533
115132,47533
175638,47533
196285,47533
436771,47533
536914,47533
17509,421126
104987,421126
296239,421126
419208,421126
533834,421126
123088,185884
185532,185884
70059,526675
82370,339429
108032,12097
474176,492972
268609,214922
304909,231260
57802,426907
63313,426907
85124,426907
302589,426907
336031,426907
372968,426907
403277,426907
397945,456698
456698,397945
401202,360956
247592,102588
377003,102588
500093,102588
12698,53057
398795,53057
58392,387080
408944,387080
23949,293713
82434,293713
142487,293713
237996,293713
395730,293713
455529,147538
31148,185474
86094,160408
281560,160408
361478,160408
428188,160408
237145,447463
262167,127653
484099,127653
108468,508078
343914,508078
514168,106187
524199,106187
410853,410807
109266,162144
485183,260796
126483,14053
136300,14053
467967,14053
102588,34686
113700,34686
303064,34686
437089,34686
500563,34686
164469,414386
330394,414386
95325,526434
346495,526434
170820,543514
293119,543514
22863,51675
259024,533972
417088,475740
253984,236539
267850,281560
84090,475431
177280,475431
258081,224604
403008,224604
461459,224604
249520,386944
526434,346495
333200,105631
160677,248120
61340,430253
309534,430253
375928,391825
375575,136300
490506,327892
385071,272325
434271,272325
475593,272325
13362,164733
32930,164733
162144,164733
387023,164733
407668,164733
418367,164733
478252,164733
520277,164733
481540,141027
431631,407591
407591,431631
458130,516068
230162,363917
58914,109298
119131,109298
404495,109298
35225,311102
61529,311102
243267,311102
288876,311102
493964,311102
476920,145817
154288,129217
474844,191876
246668,329264
110889,135571
386569,135571
14740,48078
42296,48078
97618,48078
373595,48078
425276,48078
455832,48078
107885,97618
503452,484696
91599,412342
508078,343914
68068,65995
319875,160665
42723,481540
231547,33016
351555,319305
475431,177280
397898,282526
70026,136426
160665,319875
248316,339832
395387,517086
354615,19473
368538,19473
401199,19473
413893,19473
471490,19473
481369,19473
489430,19473
508575,19473
337002,13362
12380,229487
121619,434143
218853,434143
133162,410082
198618,490919
440741,418367
168197,422434
390738,422434
338668,374722
337182,254826
17366,528342
323203,528342
463030,528342
522710,528342
71023,320657
321056,320657
469911,320657
170685,209174
105631,333200
133461,333200
419052,92276
28456,352991
294119,352991
304182,352991
19620,491497
131096,160094
192386,160094
192979,160094
296316,160094
340754,160094
386257,254631
423545,254631
240400,376884
491497,19620
514544,195530
195530,514544
429060,416696
263815,395387
517086,395387
79911,166843
102953,166843
396959,166843
420751,166843
512971,333411
144671,121430
203514,121430
3620,349294
495708,349294
131918,445004
494977,505984
260796,485183
439831,436796
224604,403008
46032,200239
262814,200239
320535,191690
359663,199374
408856,199374
294645,429199
432190,275478
119617,345837
252671,345837
323148,345837
252955,119617
275478,432190
380878,432190
509976,360452
257421,106285
360452,106285
404198,106285
404981,106285
539876,81675
81675,539876
456214,539876
493634,539876
106285,257421
112580,257421
135144,257421
232651,257421
505214,257421
130364,232651
151532,232651
348494,419119
117486,345173
145537,345173
321070,345173
345173,321070
449941,321070
462308,321070
98194,250938
284832,250938
345319,426316
453418,426316
358202,517595
441117,517595
25400,475812
154637,262979
268187,29049
325622,29049
171072,470229
310525,61606
246403,490279
124754,455240
210907,455240
248569,310162
297934,51189
1644,66858
201377,66858
310162,66858
391996,66858
415721,66858
126764,239414
306680,239414
163288,217770
22763,29511
66858,1644
282345,1644
319702,1644
445349,1644
87321,212744
27785,83684
241007,83684
149693,478237
325516,478237
322494,516226
23269,447926
208876,447926
224348,447926
38205,516011
153504,516011
497873,516011
58803,189961
67222,189961
228644,10898
383030,10898
7422,442636
36555,442636
63293,442636
265848,442636
444443,442636
172042,125907
181631,125907
213547,125907
350710,125907
381562,125907
438460,125907
457420,125907
525327,125907
307779,359299
61817,378456
140739,454366
241353,454366
13466,334339
326769,58436
265623,534367
540275,534367
111485,140739
136133,140739
287357,140739
335835,140739
454366,140739
1224,529282
219503,529282
453086,529282
266645,396748
262358,137090
285516,137090
208529,254634
213243,254634
324117,254634
61041,506562
500657,506562
538290,506562
112068,433468
297304,433468
139579,357755
337676,357755
417313,357755
539871,357755
433468,112068
45838,208529
196045,208529
254634,208529
86695,434151
250278,441140
13815,504018
200918,281903
222901,281903
98831,391392
147019,391392
258927,391392
475898,72976
35635,532154
123294,352173
439588,352173
17318,194524
296864,194524
104840,40472
285084,40472
143546,355697
20490,241096
151468,241096
160060,237421
434327,237421
360101,488053
404968,488053
446130,350653
132057,513090
24686,288522
168123,288522
531428,71393
344071,98321
485953,255548
422149,476952
9996,153263
421307,231335
536600,231335
128001,247474
173771,247474
330765,247474
501370,247474
223207,330069
392517,330069
88140,539169
115273,539169
127125,500396
131322,500396
176745,500396
194946,500396
524233,500396
294795,514806
485710,514806
525817,243878
98734,456791
100795,456791
180621,456791
397384,456791
416524,456791
159653,180621
456791,180621
495961,180621
217420,201377
284638,498550
168377,419668
113389,539536
237177,539536
523399,539536
544253,539536
312101,221649
315568,221649
405329,221649
478666,221649
515924,221649
337559,328336
287571,242519
27985,520787
515705,520787
172250,397269
224118,80547
505647,511621
116346,167155
169835,189985
270840,189985
383640,189985
189985,383640
396376,348312
348312,396376
167155,116346
289437,262569
334799,43698
166703,138594
518152,138594
29350,509235
339473,509235
56267,379362
323910,222315
98356,129789
164173,129789
167056,129789
431968,129789
148825,375415
475511,375415
401592,198256
442823,286637
491840,216863
46010,120109
76613,120109
332111,120109
120109,46010
53224,87442
43233,198923
139946,52076
49562,205985
157746,205985
489170,258370
486455,107248
145554,500794
342790,500794
427292,500794
63777,133079
58853,297492
394511,297492
193386,434512
242711,434512
46995,193386
173096,193386
357268,193386
377373,193386
381219,193386
110363,505951
508841,505951
217758,381219
195204,46995
434512,46995
86520,46404
141917,46404
193220,46404
217424,46404
531093,46404
284669,195204
422775,120489
132381,350806
4520,392888
297102,392888
258370,489170
524769,489170
130768,282433
439757,282433
289542,119628
21974,327544
260512,327544
43856,17652
262104,17652
328374,17652
409994,17652
481646,17652
38276,540441
21951,47161
540441,47161
170645,31743
415162,478655
543127,478655
273399,88510
251702,133513
529012,133513
225416,254438
343228,284379
94098,494381
379055,494381
488304,494381
534600,272316
180210,268187
463707,478277
216178,20490
241096,20490
122667,197405
212369,122667
267975,122667
336313,122667
360519,122667
382464,147157
421957,147157
80962,395592
208069,395592
7789,181583
37224,64359
431155,64359
191398,482340
238388,482340
502774,482340
532154,35635
59721,333852
116174,333852
144087,333852
191938,333852
222875,333852
243168,333852
254527,333852
379775,333852
464789,333852
518129,333852
508269,163051
10898,228644
209763,228644
384418,228644
128915,254527
333852,254527
31789,280075
281110,280075
148716,369833
229763,369833
318645,369833
478583,369833
241835,541115
525433,446916
92384,54239
125997,54239
441982,54239
71435,354667
7008,402582
354667,71435
505560,71435
149608,491372
16170,285843
222770,285843
316117,285843
422769,285843
191039,428302
425829,401920
401920,425829
211735,190545
224415,190545
65267,302698
69992,302698
121380,302698
196826,302698
222160,302698
289417,302698
425745,302698
467926,302698
122775,229238
363546,229238
261252,337941
396389,337941
400556,337941
275311,344428
288231,392502
395382,392502
321039,416301
244846,284025
104230,454897
226946,345577
124264,275078
30634,506879
111921,9125
64339,468993
54054,171159
101262,171159
38487,475584
212478,502044
14089,110086
219460,110086
165662,314997
427170,314997
529510,314997
202389,99705
417553,24485
371471,266856
17329,438680
280010,54301
286870,54301
412552,54301
416301,54301
230229,182293
44553,332941
108675,332941
118188,332941
195778,332941
413723,210421
9125,111921
346309,46190
1008,70758
70950,70758
150504,70758
181711,70758
352973,70758
395110,70758
404540,70758
117888,418227
254314,418227
320014,418227
475584,418227
290285,258881
971,45146
32008,45146
33511,45146
34551,45146
49976,45146
54470,45146
59156,45146
75662,45146
75976,45146
79478,45146
95937,45146
96663,45146
96915,45146
99913,45146
101488,45146
109770,45146
112736,45146
167102,45146
169180,45146
188214,45146
191384,45146
201508,45146
204196,45146
207569,45146
210897,45146
227073,45146
234043,45146
248020,45146
253218,45146
259791,45146
270071,45146
273239,45146
276437,45146
277496,45146
285869,45146
298598,45146
301753,45146
309119,45146
315793,45146
323178,45146
324053,45146
327839,45146
330236,45146
338525,45146
352433,45146
381789,45146
403770,45146
409038,45146
415244,45146
415306,45146
434619,45146
435288,45146
472192,45146
481309,45146
481697,45146
494472,45146
494646,45146
517481,45146
529234,45146
532772,45146
506879,322145
137831,346330
508763,346330
93330,48778
186487,48778
284025,48778
49853,427170
74653,427170
228032,427170
314997,427170
439232,427170
237171,379301
327411,379301
430339,379301
453590,379301
472713,379301
366146,181175
301994,75629
420434,75629
421710,75629
258009,46057
80788,65159
332476,526428
36446,18071
36589,18071
54301,18071
105377,18071
197251,18071
217102,18071
268404,18071
300255,18071
333198,18071
468408,18071
263330,268957
110086,219460
264238,484891
401466,155949
428112,155949
458733,155949
502930,155949
507817,155949
96239,19345
351364,19345
353444,19345
473115,19345
19345,353444
171409,353444
174909,353444
344428,275311
151852,473366
39669,225896
308973,225896
392503,225896
538735,225896
109012,322329
541017,322329
346026,97362
193624,125298
217259,125298
65460,440598
115875,440598
199741,440598
215217,440598
396610,440598
481154,440598
148701,218497
269711,218497
100244,263306
152832,263306
264578,263306
40554,162437
186032,162437
230158,162437
283780,162437
468340,162437
274127,188362
29757,300807
41899,300807
106560,300807
133499,300807
318539,500809
71463,49495
206437,49495
254626,49495
264484,49495
408751,49495
412390,49495
416563,49495
539705,49495
233975,298056
504341,298056
283812,247909
18377,250190
222813,250190
303340,250190
421185,20719
428639,237030
237030,37277
50927,274127
188362,274127
265105,253633
187587,245068
307853,245068
272686,80535
313285,80535
289346,207162
405420,207162
465180,207162
523605,207162
247909,430826
525621,430826
198727,354949
111670,136320
366278,136320
207162,368698
402234,354318
33757,402234
66842,402234
266379,402234
354318,402234
143275,51645
404770,329518
317224,390970
410137,390970
255868,102053
405872,102053
253633,265105
7483,336764
23786,336764
159891,336764
170496,336764
180925,336764
199422,336764
246361,336764
305525,336764
343931,336764
380634,336764
110129,35282
516949,10554
46785,80383
20719,421185
9326,110129
35282,110129
138762,110129
32283,307296
166487,307296
212075,307296
248400,307296
489888,307296
280222,218154
3239,203516
31749,74435
266107,74435
275337,74435
377080,74435
395185,74435
412312,74435
500809,74435
521690,74435
530657,99369
233464,220667
337767,220667
354949,198727
430826,525621
65124,486380
300807,486380
392786,486380
496148,486380
62333,302858
530642,302858
370326,354977
329518,404770
334778,317224
534499,537129
537129,534499
267299,483438
368698,465180
300400,28722
427350,495794
61322,32552
25235,81937
32552,81937
464602,81937
81937,303097
176766,303097
442018,303097
525139,303097
273856,517166
331177,202114
12543,132209
60968,132209
107588,132209
515745,132209
132209,107588
14704,421306
64958,421306
263458,421306
290885,421306
386031,421306
127092,171714
466148,263458
212240,456946
71724,250720
200137,292437
292742,292437
17352,412684
85418,238606
182340,206528
429110,540832
163856,89079
142246,12543
171714,12543
202114,12543
355310,12543
196222,384320
195941,426590
206528,2145
469800,2145
180389,471069
292437,200137
456946,200137
402281,233980
509258,61803
27913,480671
37862,480671
456672,480671
204339,130827
447475,288820
412684,17352
477646,390516
213331,221067
192880,515707
140617,7926
173244,7926
224152,7926
242111,7926
363377,7926
456205,7926
139587,543044
191690,320535
20509,145369
96971,145369
528357,145369
145369,20509
416989,20509
36040,438292
2300,460845
54113,460845
194814,460845
201842,460845
204670,460845
275751,460845
290348,460845
308656,460845
320865,460845
396246,460845
431032,460845
438001,460845
457472,460845
175488,33066
382179,185716
58481,478950
56591,310384
153849,487724
100019,44609
527470,368373
61803,509258
310384,56591
110943,389651
426394,202785
454098,202785
2145,469800
138322,469800
195902,469800
237488,469800
307450,469800
424254,469800
150271,386723
304468,386723
754,331750
18472,331750
73769,331750
149054,331750
161466,331750
202807,331750
271972,331750
306212,331750
335250,331750
361764,331750
420355,331750
451607,331750
52362,485084
364626,485084
433673,85964
447423,85964
134757,19012
40146,429110
70050,429110
540832,429110
41595,140294
78376,188958
339583,188958
345611,188958
349773,375024
504866,375024
536244,375024
135768,431032
288649,198110
311183,362112
506077,209898
426899,182122
114232,63043
213005,63043
213087,436308
385078,310373
49207,330257
150140,330257
508110,330257
84712,438001
207154,438001
351239,438001
353904,438001
368691,438001
377854,438001
390050,438001
460845,438001
285661,334913
32577,61361
402209,64958
254540,176203
449951,514921
135861,268377
42329,493000
489010,493000
283797,145018
192576,322089
380259,322089
495968,322089
188033,229271
234570,290348
288589,290348
26330,265914
511372,265914
161103,173330
178428,173330
200779,173330
309838,173330
250720,502942
390516,160075
32331,204670
176435,204670
196756,206302
174257,402979
266005,402979
288891,402979
309093,402979
327197,402979
333194,402979
518111,402979
29360,426899
44609,426899
74048,426899
182122,426899
355202,383060
379763,451
328536,231663
26006,495674
188255,495674
216352,356180
317754,55901
424797,55901
492582,172277
128033,370280
438200,360969
47678,434807
94107,434807
428158,434807
15970,540012
359543,540012
448965,540012
118659,309189
337526,309189
493244,309189
149289,129267
82160,278303
407626,338464
480686,338464
514443,338464
25563,178417
130448,153849
487724,153849
55029,401899
264916,578
383306,311452
67490,344128
229040,344128
8092,403967
294108,403967
59534,359738
217551,359738
305972,327366
78881,216192
395962,428014
502942,71724
78782,54578
300801,251631
376706,314739
384026,314739
241487,395375
285079,395375
59565,309233
447569,197026
61233,426756
103289,206790
417195,206790
20750,11273
77969,11273
233708,11273
271687,11273
247570,123649
414696,27081
167661,483762
240280,483762
168347,281588
183559,281588
226859,434413
395081,434413
54096,220858
96161,339461
326687,339461
153845,431897
417773,431897
14675,37597
223564,249263
212473,114133
279237,114133
493893,114133
524739,114133
162884,432045
340766,138092
114774,91839
455880,91839
175456,262671
208730,262671
236746,262671
257513,262671
293015,262671
372978,262671
456390,262671
368693,32639
103375,21952
7035,488681
50555,488681
193186,44155
459532,44155
282921,539563
138092,136374
337271,136374
433064,136374
269774,448577
68826,424734
283636,424734
439093,424734
486610,424734
104343,418471
448609,418471
469879,418471
530197,418471
27694,65447
408615,65447
431408,65447
32639,368693
294699,368693
419805,330178
10227,400979
43803,400979
65447,400979
116248,400979
218493,400979
399410,400979
526798,400979
194256,356956
539563,56519
27406,388045
19439,136636
206598,136636
524436,66735
535347,66735
330178,419805
269814,47781
166839,423949
300698,423949
491960,423949
259273,324506
264248,324506
412177,324506
437814,324506
443352,324506
480657,324506
544222,324506
356956,515581
363826,399304
394041,399304
378594,327200
191467,121671
426073,121671
232999,167074
257225,167074
25732,377685
497546,377685
219664,474219
474219,219664
47781,269814
123991,269814
11530,4047
122619,4047
126609,4047
157622,4047
292572,4047
328582,4047
345546,4047
347094,4047
358863,4047
479666,4047
537875,4047
166937,181383
515471,181383
222011,439814
515581,439814
6015,116248
16003,116248
98300,116248
265357,116248
400979,116248
442524,116248
445586,116248
529509,116248
264059,169958
348685,169958
204358,372317
359341,372317
455489,372317
91839,455880
93806,455880
26474,13431
111348,13431
358381,13431
82214,194256
439814,194256
354461,357527
298453,70450
12910,101787
250078,101787
276430,101787
165224,403169
118895,378813
370182,378813
213247,394041
310407,394041
399304,394041
448577,394041
471908,394041
536197,394041
8481,441658
77024,441658
423896,441658
4989,26474
13431,26474
11015,4989
17008,4989
407855,426073
159462,486819
462040,486819
136751,511666
136959,511666
137593,136751
511666,136751
403169,165224
523632,165224
529032,165224
28517,7989
278401,7989
420711,7989
121671,406515
163186,406515
206064,406515
279900,406515
441519,406515
406515,191467
7989,420711
299603,420711
444590,420711
91895,116574
273069,116574
50347,535337
162331,137593
337215,137593
209441,187428
321679,187428
19723,209441
187428,209441
242183,209441
35623,421071
434102,421071
473107,421071
44712,503050
157355,503050
9781,287782
78874,287782
139550,287782
263996,287782
412444,287782
525196,287782
431284,446635
48905,375001
285455,326807
540970,326807
203322,540970
252172,540970
181383,230344
326807,230344
362603,230344
388045,230344
424588,230344
532101,230344
146065,424588
230344,424588
517524,424588
114133,279237
133085,250673
372646,250673
159236,371602
404518,371602
494245,66939
526003,214157
88176,530276
322272,16957
419864,16957
437243,16957
506109,16957
515375,516469
261725,424045
447915,424045
138264,447915
424045,447915
158064,471908
419064,471908
535407,471908
82722,328072
128178,328072
258827,328072
36604,334620
116574,273069
292722,301314
322855,118895
378813,118895
345246,484428
369336,484428
423184,526003
375001,48905
223757,385407
455938,385407
350952,82167
231147,156180
311992,156180
529055,12318
158063,515471
432599,515471
371602,404518
243431,291127
249970,291127
88486,288029
304601,288029
160534,188002
309583,188002
484428,369336
96735,160
279522,160
427214,160
144626,317373
445782,317373
158759,183762
356535,133818
133818,109270
526997,109270
230831,255597
369230,255597
139402,217956
175306,291937
514645,291937
532018,291937
291937,532018
429296,453201
200319,299657
350046,299657
109270,200319
271623,200319
299657,200319
347790,200319
169805,436630
144662,125534
458065,385454
385454,458065
424306,179225
183762,366417
205725,318144
154640,227414
203543,179918
412870,179918
206924,226166
228935,226166
258991,226166
312421,499472
345098,140863
481718,140863
450841,444040
161540,131953
212831,131953
301912,321191
1,161555
88160,161555
143523,161555
150819,161555
206115,161555
236769,161555
248343,161555
407256,161555
413439,161555
470778,161555
512593,161555
88011,525520
319613,415767
420760,47791
47791,420760
305427,324816
324816,305427
162199,187298
187298,162199
241758,416729
23641,368994
193981,514912
257337,205972
506817,16344
230136,160404
300469,160404
16344,300469
61548,300469
160404,300469
277384,300469
131408,110965
205972,257337
281656,257337
110965,131408
94745,181396
119277,181396
319032,181396
342780,228362
181396,319032
228362,319032
301847,319032
490405,319032
69803,490405
232266,23641
416729,23641
65734,119277
168951,119277
156220,193981
489154,193981
514912,193981
72401,65734
223956,65734
405766,65734
386544,129638
510623,145681
343869,525443
197501,475297
227752,475297
81441,219386
197698,84329
308808,84329
338856,84329
364567,84329
410442,84329
485612,84329
109743,508378
379890,508378
478702,508378
9986,338628
192473,64226
450519,453620
288209,380683
16299,3340
202856,534430
326628,534430
384849,534430
272963,515507
408206,515507
231906,441094
460860,441094
527613,441094
297808,62928
204674,8473
281402,8473
379131,408599
158513,386227
211415,386227
296123,386227
417781,386227
34306,527613
416736,527613
319015,53926
345146,53926
468847,53926
154879,152812
249770,152812
370168,152812
420216,152812
321803,356187
39697,406536
64327,406536
176827,169950
100104,324065
45502,254177
101671,254177
399241,254177
308432,513162
109636,152297
411492,177503
465302,177503
137559,78399
237219,78399
302991,78399
514897,78399
7363,411492
175894,411492
177503,411492
186916,411492
425780,265480
9469,213388
287708,491543
412443,491543
498802,491543
211173,518202
513162,308432
111057,254862
348775,254862
40228,66045
71622,160694
308091,175894
183274,486532
130725,286843
456328,286843
485030,286843
357942,458485
452744,458485
238123,386565
213388,9469
300052,9469
414993,406432
427352,406432
476952,422149
288777,69951
324956,286000
325578,233009
342699,533095
206790,417195
317998,417195
358798,417195
159746,10299
247106,10299
32357,495699
442299,2665
455326,2665
25678,121740
205744,121740
312483,121740
404912,534429
109341,230924
149404,314609
229314,59071
254054,59071
80528,180400
91107,319094
506088,319094
190260,345289
57869,425485
405092,425485
71952,63276
264273,63276
313942,63276
400022,42328
440705,451851
491765,3304
41808,236278
228688,236278
384531,519764
28533,110605
146958,135296
229353,135296
96185,318791
285547,318791
423847,318791
447699,318791
462162,318791
525092,318791
44033,429161
300085,57217
307272,139233
151680,285547
30237,242238
15117,276472
321720,276472
514994,276472
487092,136133
423095,321803
51291,498802
231842,498802
356187,498802
491543,498802
20081,109229
452324,109229
475456,345499
124812,203294
185504,203294
329048,203294
357396,203294
408251,203294
488779,203294
514016,203294
139233,307272
305065,307272
39097,492297
63734,492297
202854,492297
439136,492297
39988,317593
128965,68475
306006,192100
93134,347980
111453,347980
145824,347980
146798,347980
204834,347980
290367,347980
409425,347980
205900,39501
401397,39501
66045,40228
462200,40228
238384,480443
9355,531683
364264,531683
465832,531683
62597,480523
247272,480523
412241,204468
131258,241571
228211,91126
323442,91126
475128,91126
155381,341459
160694,385428
441703,385428
472395,385428
371495,483016
319234,63317
61859,508578
80998,508578
416643,508578
339998,432342
168911,124577
57217,205744
121740,205744
123267,205744
483016,205744
423195,316495
134098,191080
258233,191080
29746,327645
79079,327645
152880,327645
120132,335835
301111,407802
341459,155381
335332,147600
133109,370922
417888,370922
236731,417159
340723,156936
216483,426126
136756,29746
213279,29746
327645,29746
404409,530549
137856,70354
165607,70354
404624,266794
70354,137856
334176,137856
236830,356015
403155,356015
498638,356015
59969,87784
346122,370971
320752,66283
331692,66283
344819,66283
379033,122388
50044,204662
53098,204662
314334,204662
400146,204662
202881,73675
409224,73675
27997,433215
126618,331155
352409,250631
397905,363468
461078,363468
212790,286915
541405,212790
65836,264818
161649,264818
291282,264818
444999,82464
220443,269993
27857,338750
297913,338750
349820,237551
329915,156595
411591,21533
121861,303013
464876,303013
288590,476662
21533,411591
69141,411591
166142,411591
492561,411591
528704,411591
137325,7876
315715,7876
345202,7876
386101,7876
82464,444999
354882,444999
50307,193437
32897,176949
115612,41452
41452,115612
80487,525856
122791,525856
349367,525856
338638,259453
185221,39162
102546,91188
449405,91188
137254,378290
191872,229675
210620,65764
517274,488215
61080,236282
261034,236282
236282,261034
210309,200945
431881,200945
463009,200945
492645,200945
516103,200945
260830,278786
381721,278786
43109,113065
220368,113065
308693,472798
207190,116543
504264,67025
2053,217069
48091,217069
441029,217069
4582,328227
115195,328227
250631,352409
298263,178666
326793,178666
134259,284868
387151,284868
472398,284868
158153,13781
457816,83712
291983,309971
371037,58011
141832,363922
232853,425862
329818,425862
523957,425862
33569,207190
116543,207190
309046,207190
231088,103326
126323,339338
189552,339338
220566,88514
375552,391509
476662,391509
50565,20124
65228,393595
139561,508787
529703,508787
470398,68186
230847,540225
116111,142890
380667,388666
394810,388666
409088,312654
364894,356731
388666,380667
238562,510308
147608,413045
270571,211632
106029,534140
114253,534140
286156,534140
413045,534140
245731,57105
360155,57105
456629,57105
539921,57105
68186,470398
187142,540077
234174,540077
403033,234174
540077,234174
379789,162039
395973,244759
533022,244759
5476,193614
188415,193614
189589,193614
44146,289573
403624,289573
63354,327342
230738,375552
391509,375552
409015,375552
532439,375552
26596,47099
57070,47099
96359,47099
106694,47099
134370,47099
164539,47099
193255,47099
195328,47099
206232,47099
242279,47099
348579,47099
467957,47099
534977,47099
161513,145621
74384,290126
94278,265640
341476,265640
427515,265640
88514,220566
239670,429188
205569,326238
153283,132007
47765,502587
242466,188100
113065,220368
7876,173403
90125,173403
269152,173403
307948,173403
311111,173403
357082,173403
383653,173403
455223,173403
515728,173403
518865,173403
548522,173403
47725,148173
168338,66493
115633,8766
209650,468396
198715,48323
261071,48323
302675,48323
295852,233869
471419,233869
30914,472398
42194,472398
71837,472398
188100,472398
284868,472398
346741,472398
373008,472398
406742,430735
430735,406742
400993,11653
79462,475491
117081,332550
179834,332550
7929,324518
57908,324518
454610,324518
76353,432536
373655,432536
81444,295387
202399,295387
258338,295387
308557,295387
371468,295387
378290,295387
389408,295387
412359,295387
436354,295387
295387,412359
411128,412359
436299,412359
492860,412359
468321,436299
103326,231088
389591,529703
508787,529703
198442,44092
200403,44092
428521,44092
87724,245046
135667,245046
212359,245046
245046,135667
264685,135667
285408,135667
399815,135667
44571,346997
60475,346997
108224,346997
157072,346997
190150,346997
271309,346997
279122,346997
292154,346997
315003,346997
459004,346997
519550,346997
80955,478836
311787,478836
30641,224981
115609,224981
359736,224981
407735,224981
159124,111064
347585,398991
417737,398991
154205,86451
285109,86451
1213,319154
10909,319154
27648,319154
93444,319154
93598,319154
112340,319154
354265,319154
365263,319154
454207,319154
466702,319154
500375,319154
54323,449382
195542,449382
348724,449382
15630,160594
449292,480891
192387,52687
218034,52687
237439,531802
245481,531802
347304,531802
391968,531802
532417,531802
375146,240052
453718,240052
151709,522329
277455,522329
361336,522329
372273,522329
406729,522329
424272,522329
41226,439838
159583,439838
85891,367867
401935,367867
13749,349436
159606,349436
193390,349436
312511,349436
359811,349436
392751,349436
452865,349436
455014,349436
139952,58819
233738,58819
344568,58819
350525,58819
387499,58819
411945,58819
482286,58819
493064,58819
159656,44758
350321,44758
221371,217304
406421,217304
24099,65265
270229,65265
382861,65265
189541,422754
311748,422754
447446,76413
124693,447446
471430,447446
28297,525661
227924,525661
536171,525661
68154,367898
38616,68154
367898,68154
178135,450713
29521,7665
401795,7665
267055,279569
447988,517606
44758,350321
266439,430077
350166,375774
485113,469676
7665,29521
250995,29521
74142,73500
115202,73500
225499,227596
